self_employed,family_history,treatment,Days_Indoors,Changes_Habits,Mental_Health_History,Mood_Swings,Coping_Struggles,Work_Interest,Social_Weakness,care_options
0.0,0.011781471429279506,-0.012980147574344276,-1.4529678215468338,-0.9534331785333875,0.11560043923697189,0.4462264390534927,-0.07463736291424382,1.1745005566288391,0.2179857051325012,0.0004981469037381441
0.01300762906400541,0.01866623365158923,-0.020330820900704524,0.3043612401891886,-0.8686104507927086,-0.14752530980220133,0.8300813755073144,0.1508892248847531,0.5710489296241975,-0.4360237598010758,0.01017917231681064
0.0,0.0,-0.0037797165169890824,-0.13833381198028818,0.488240674098224,1.0535982843352405,-0.22201336301255836,0.8908818976852644,0.7841868063276048,0.3669694472922639,0.0
-0.08282461411449749,0.00767754761489443,-0.025806172056813785,0.9500367556146887,-0.011655654618223777,-0.4027527640072546,0.21992989638009913,0.461393382779037,-0.6699529004742414,0.1690351369698473,0.0038515374844743343
0.0,0.0,0.015744965304727045,0.1985897419514899,0.0,-1.175014915124306,-0.7466283493313566,0.0921726568745434,0.5868071919952658,-0.1845931503099698,0.0
0.0,0.007607640163575363,0.0,-1.11105994840824,0.28824385931917684,-0.11546699760890863,-0.18080436253137558,0.01606674782346949,-0.3607163786886932,0.171342311299407,0.0
-0.022738034982610133,-0.00652974813658592,-0.023834655986594133,-0.09534575686281799,-0.3990421784025348,0.10483598417557301,-0.1589842424878552,-0.9887365649522832,0.011435055422541134,-0.6042386304416899,0.013750999167774404
0.0,0.0,0.009214695701817691,0.0,-0.011733766664016274,-0.46475634025730805,-0.306402188170437,-0.7396583391371098,0.47807193391106595,0.0202944383559411,0.0
0.004607033621668496,0.0060934141580913335,-0.004358396804215761,1.035186710102212,0.7248354654570625,0.5151015468908131,-0.14515433191131294,0.2565985602816504,0.09439415538522944,0.7209277898903915,0.012290982497264317
-0.014033875653864367,0.0065327513093127055,-0.0006446805807562052,0.7930295033515217,-0.39729162874700735,0.7507507113751632,-0.696326599393827,-0.5644682406277727,-0.181607700794252,0.5720984934183275,0.0015880972189482223
